comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_523.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_524.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_526.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_527.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_528.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_529.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_530.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_531.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_532.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_533.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_534.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_535.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_536.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_537.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_538.",1,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_539.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_540.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_541.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_542.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_543.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_544.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_545.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_546.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_547.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_548.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_549.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_551.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_552.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_553.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_554.",1,1,1,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_555.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_556.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_557.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_558.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_559.",0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_561.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_562.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_563.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_564.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_565.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_566.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_567.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_568.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_569.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_570.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_571.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_572.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_573.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_574.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_576.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_577.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_578.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_579.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_580.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_581.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_582.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_583.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_584.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_585.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_586.,1,0,1,0,1,0
I will find where you live and end you. Consider this a real threat. Ref_587.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_588.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_589.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_590.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_591.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_592.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_593.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_594.,1,0,0,0,1,1
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_595.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_596.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_597.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_598.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_599.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_601.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_602.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_603.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_604.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_605.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_606.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_607.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_608.",1,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_609.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_610.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_611.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_612.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_613.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_614.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_615.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_616.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_617.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_618.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_619.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_620.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_621.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_622.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_623.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_624.,1,0,1,0,1,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_626.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_627.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_628.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_629.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_630.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_631.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_632.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_633.,1,0,0,0,1,1
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_634.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_635.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_636.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_637.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_638.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_639.,0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,1,0,1,0,1,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_641.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_642.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_643.",1,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_644.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_645.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_646.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_647.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_648.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_649.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_651.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_652.,1,0,1,0,1,0
Fuck you and your stupid rules! You complete asshole! Ref_653.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_654.",1,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_655.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_656.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_657.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_658.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_659.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_660.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_661.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_662.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_663.",1,1,1,0,1,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_664.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_665.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_666.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_667.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_668.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_669.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_670.",1,0,1,0,1,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_671.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_672.",1,0,0,0,1,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_673.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_674.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_676.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_677.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_678.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_679.,0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_681.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_682.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_683.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_684.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_685.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_686.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_687.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_688.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_689.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_690.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_691.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_692.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_693.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_694.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_695.,1,0,0,0,0,1
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_696.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_697.",1,0,1,0,0,1
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_698.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_699.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_701.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_702.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_703.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_704.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_705.,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_706.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_707.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_708.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_709.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_710.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_711.,1,0,1,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_712.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_713.,1,1,0,0,1,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_714.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_715.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_716.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_717.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_718.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_719.,0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_721.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_722.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_723.",1,0,1,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_724.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_726.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_727.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_728.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_729.,1,0,1,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_730.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_731.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_732.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_733.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_734.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_735.",0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_736.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_737.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_738.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_739.",1,0,1,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_740.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_741.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_742.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_743.",0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_744.,0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_745.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_746.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_747.",0,0,0,0,0,0
SHUT UP YOU STUPID FOOL! I WILL KILL YOU AND DESTROY YOUR PAGE! YOU ARE DISGUSTING! Ref_748.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_749.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_751.",0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_752.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_753.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_754.,1,0,1,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_755.",0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_756.,0,0,0,0,0,0
I will find where you live and end you. Consider this a real threat. Ref_757.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_758.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_759.,0,0,0,0,0,0
YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! YOU ARE AN ABSOLUTE MONSTER AND A COMPLETE FAILURE! ,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_761.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_762.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_763.,0,0,0,0,0,0
"Explanation
Why the edits made under my username Hardcore Metallica Fan were reverted? They weren't vandalisms. Ref_764.",0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_765.",0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW! Ref_766.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_767.,0,0,0,0,0,0
Fuck you and your stupid rules! You complete asshole! Ref_768.,0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_769.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_770.,0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_771.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_772.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_773.",0,0,0,0,0,0
All people from that country are filthy scum and subhumans. I hate them all! Ref_774.,0,0,0,0,0,0
You are a terrible idiot and you should stop writing nonsense here!!! GO AWAY NOW!,0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_776.,0,0,0,0,0,0
"Hey man, I'm really not trying to edit war. It's just that this guy is constantly removing relevant information. Ref_777.",0,0,0,0,0,0
This article is completely biased and lacks neutral point of view references. Ref_778.,0,0,0,0,0,0
"D'aww! He matches this background colour I'm seemingly stuck with. Thanks.  (talk) 21:51, January 11, 2016 (UTC) Ref_779.",0,0,0,0,0,0
"You are a pathetic loser, get a life and stop editing Wikipedia. Ref_780.",0,0,0,0,0,0
